بسم الله الرحمن الرحیم	لـلٔريلقيلم
فقال(1) : نعم . وكان من اهل العناية. قال لفقراء يوما: أتغرفون ها يصنع بكم	شيخكم يوم القيامة؟ يحضر لكم عند الميزان ، (2) فمن فضلت له منكم فضلة
شسيخكم يوم القياصة؟ يحض لكم عند الميزان،ا فعن فضعلت له منكم فضلة	إذا كان هذا
نا كان هة	منزل صغارهم، فما ظنك بكبارهم(6)؟ ومن أشياخه أيضا القطب الكبير
مقزل صفارهم، فصا ظقك بكبارهم6: وهن اشسياخه أيضسا القطب الكبير	العارف بالله : أبو العباس أحمد بن موسى السملالي(7)، ولما قدم عليه احتجب
العارف باله : ابو العباس أحمد بن وسى السملال(4ا. ولا قدم عليه احقجب	عنه ثلاثة أيام، فقال لبعض أصحابه : اسأل لنا عن الشيخ إلى متى لا نراه،
عنه ثلاثة أيام . فقال لبعض أصحابه: اسسكل لنا عن الشيخ إلى قى ا نراه	فأتاه رسولي، فقال له : فلان يسأل عنك، فقال له : قل له أنت عبد الله ابن من
فاتا ه رسولي. فقال له: فلن يسسال حك. فقال له : قل له انت عي اله ابن من	أنت؟ فجاءني وقد تغير الرسول صاحبي مما سمع من الشيخ، [ولم] (8)
ان: فجا ضي وقد تفير الوسول حاحبه ما سع من الشيغ، لاولما	يعرف
يعرف	 
أنه تأديب فقال له قل : عبد الله بن دد. بن دد، بن دد بن دد، بن دد، بن دد،	امه تأديب فقال له قل : عبد اله بن دد . بن دد. بجن دد بن ددء بين دد. بن دد.
ابن دد. بن دد، بن دد، ابن عل فرجع إلى الشيخ وأخبره فهمهم الشيخ وقال:	ابن د. مبن د، بن دد، ابن عك فرج إلى الشيخ وأخبره فهنهم الشيخ وقال
أخذها فردها على من احتاج إليها من إخوانه، حتى إذا لم يبق إلا من قصرته	أخنها فردها على من احتاج إليها من إخوانه، حقى إا لع يبق إلا من قصرته
1) ب ، د : فقلت.	) ب، . فقل.
2) قال تعالى : "والوزن يومئذ الحق، فمن ثقلت موازينه فأولئك هم المفلحون، ومن خفت موازينه فأولئك	" قال تعابى2) "والبن يومنذ العق فمن لقلٔخ موازيله فٔوليً هم الملحون ومن خفت موانينه فماولك
الذين خسروا أنفسهم، بما كانوا بآياتنا يظلمون" سورة الأعراف. آية 8 و 9.	الذين خسوا أنفسهم، بعا كانوا باياتنا يظلنه سورة الاعراف. بة "
ويوم الحضور هو يوم لا ينفع	ه الحضود هو يم لا ينفي
فيه	)
أحدٌ أحدا . كما قال تعالى : "وترى كل أمةٍ جاثيةً، كل أمةٍ تدعى إلى	حد اخدً . مما قال تعالى: "وقى كلن امقبجياية. لن انبتنعى إلى
كتابها، اليوم تجزون ما كنتم تعملون" سورة الجاثية. آية 28.	تامها الميیهم قجينون ما كٔتقتم نغملونه سعوة الجاشية. اية . ".
3) أبو محمد عبد الله الهبطي كان إمام السنة في عصره توفي سنة 963 هـ ترجم له في	) أبو محعد عبد اله الهبط كان إمام السنة ف عصره قوه سنة ذكله تجم له في
الفوائد الجمة	لفواد الجععة
ص: 154-155، دوحة الناشر ص : 15 - 21 نشر المثانى 35/1.	ص: هكلككا . وحة الناشر ص : داا". نشو المثانى اق".
أعماله، فيقف لكم على الصراط حتى تجوزوا عن آخركم. توفي أبوه عام ثلاثة	أعماله . فيقف لكم على الصمراط حتى تجهدفا عن اخركم. قوفى ابوه عام ثلاثة
4) في أ : يا سيدتي ، التصويب من : ب و. د، والفوائد الجمة.	9) فى ا : يا سيدقى. القصويهب هن : ب.  د والفواند الجعة
5) ما بين المعقوفتين سقط من : أ ، ب ، د : الزيادة من : ح . ولم يذكر في	5) ما بين المعقوفقعن سقط من: ا ب د: الزيادة من: ع. ولم يذك في
الفوائد.	فیاد
6)أنظر الفوائد الجمةص : 154.	5) انظطو الفواند الجمة ص : ا.
7) أحمد بن موسى السملالي توفي سنة 971 هـ ترجم له في : دوحة الناشر ص :	) احعد بن ه ى الععلالى وفى سة ا ه- قوجم له فی : دوحة الاشو ص
102.	ل
8) سقطت الواو من : أ . الزيادة من : ب ، ح ، د .	 سقط الواو من : ا. الزيادة من:ب، ،د.
56	وخمسين وتسعمائة .ومن أشياخ صاحب الترجمة أيضا الإمام الشهير : أبو
وخمين وتعاثة . وهن أشياخ صاحب التجعة أيضسا الامام الشهير : أبى	محمد عبد الله الهبطي (3) وهو معتمده في الطريق، قال صاحب الفوائد:
محعد عبد اله الهبىا هو معتعده فى الطر، قال صاحب الفواد:	أخبرني يحيى بن مسعود المصمودي قال : حدثنا صاحب الترجمة أنه كان
غجرن يحيى بن مهود المصمصودى قال : حدتفا صاحب القرجعة انه كان	جالسا يوما بباب دار شيخه المذكور، فخرجت صبيةٌ له صغيرة من الدار فقلت
جالسا يوها باب دار شيخه المذكور، فخرجت صبيةً له صغيرة من الدار فقل	لها سيدتي(4) أين الله؟ فقالت : في الجنة، فقلت لها تجعلين له محلا ، فقالت :
لها سيدتى16 أين اله 2 فقالت : فى الجنة، فقلت لها تجعلين له محلا فقالت.	القلب هو الجنة، وهذا من دقيق المعرفة، ثم [قلت في نفسي] (5):
القلب هى الجفة، وهذا من دقيق المعرفة، تع ل(قلت فی نفس.	أحمد زروق قال أبو العباس أحمد بن عقبة الحضرمي أنه قال : "إن بعض
حد نوق قال أبو العباس احمد بن عقبة الحضسرهي أنه قال : "إن بعض	الصالحين رآى النبي صلى الله عليه وسلم في المنام فقال له : يا رسول الله ما
الصالحين راى النبعي صلى الله عليه وسلم في المنام فقال لة : يا رسول اله ما	إيجازها
جاها	وإطنابها، والله يحقق في ذلك الرجا، ويفتح لي من لطفه بابا مرتجا.
اطنابها. واله يحقق في ذلك الرجا ، ويقق لي من لطفه بابا مرتجا	فمنهم الإمام العالم العامل، شريف العلماء وعالم الشرفاء :
فمنهم الامام العالم العامل، شريف العلماء وعالم الشرفاء1.	1 - أبو محمد سيدي عبد الله بن علي بن طاهر الشريف الحسني
"- ابوهحهه ي بد اللهبن عل بن طاهو الشویيف اله	السجلماسي(1) وإنما بدأت به مع كونه مات في وسط القرن تبركـاً به، لأنه
الصجلعا(1) وإنما بدأت به مع كونه مات في وسط القن تبريكا به. لانه	جمع بين الشرف والعلم والولاية، كان رحمه الله رجلاً ناسكاً خاشعاً معرضا
جعع بين الشرف والعلم والولاية، كان رحصه اله رجلً ناسكا خاشعاً معرضا	عن الدنيا، مقبلا على الآخرة، شديد الشكيمة على أهل البدع . حريصـا على
عن الدنيا . مقبلا على الاخرةء شديد الشكيصة على أهل البدع. حريصا على	فضيحتهم وإخماد بدعتهم، حتى نال بسبب ذلك من بعض سفهاءالمبتدعة إذاية
فضيحقتهم وإخماد بدعقتهم حتى نال بسبب نذلك من بعض سمفهامالمبتدعة إذاية	عظيمة، وضربوه ضربا مبرحـاً، ولم يكن الانتصاف منهم لأنهم كانت لهم
عخظيمة. وضمربوه ضربا مبرحاً ولم يكن الانتصاف منهم لأنهم كانت لهم	صولة من ولاة الأمر، وصح عنه رحمه الله أنه كان يرى النبي صلى الله عليه
صولة من ولاة الامر، وصح عنه رحمصه اله أنه كان يرى الفبى صلى اله عليه	أدركناك حتى نسألك عن أفضل الأعمال؟ فقال له عليه الصلاة والسلام:
نركنان حتى نالك عن أفضل الاعمال" فقال لة عليه الصسلاة والسسلام	وسلم في اليقظة(2). وحكي عنه أنه دخل عليه يوما بعض الطلبة ممن كان
وسلم فبي اليقظة(32). وحكي عنة أنه دخلى عطيه يوما بعض الطلبة ممن ان	يتعاهده للقراءة عليه، وكان هذا الطالب يشرب الدخان، ويخفيه عن الناس،
قتهاهده للقراة عليه وكان هذا الطالب يشمرب الٔخان . ويخفيه عن الناس.	1) ترجم له في : درة الحجال 60/3 ، التقاط الدرر ص 97 -100 رقم 166 ، نشر المثاني 321/1-330 - فهرس
ا) ترجع له في درة الحجال و. التعلط الدرو ص  """ قم ا . نش الثانى1 ا"ةد - فهرس	الفهارس 469/1-471 رقم : 261، الزاوية الدلائية للدكتور محمد حجي ص: 83 و102 .
القهارس ا"ها"ه ق: الة. الزاية الدلاثية لدكقور محعد حجى ص: ها و"ا.	2) رؤية النبي صلی
5) قية النب ص	الله عليه وسلم يقظة قال بها غلاة المتصوفة والله أعلم . لقد تكلم في هذا الباب أبو
اله عطيه وسم يقظة قال بها غلاة المقتصوفة والله أعلم . لقد تكلم فی هذا الباب ابو	سالم العياشي في كتابه الرحلة وبسط رأيه فيها : 29/1.
الم العياش فى كقابه للوحلة وي رايه فيها:ا".	* هذه القولة تتنافى مع الهدى النبوي لا سيما قوله : أو ميتا!
6هذه القولة تققاهى مع الهدى النبوى لا سيا وله: او ميتاا	40
"أفضل الأعمال وقوفك بين يدي ولي من أولياء الله قدر حلب شاة أو ساعة،	افضل الاعصال وقوفك بين يدی ولي ن اولياء اله قدر حلب شماة او ساعة.
قلت يارسول الله : حيا كان أو ميتا ؟ قال : حيا كان أو ميتا*!.	قلت يارسول الله: حيا كان أو ميتا: قال: حيا كان أو ميتا16
وسميت كتابي هذا : "صفوة من انتشر من أخبار صلحاء القرن الحادي	هيت كتابى هذا: "صفوة من افقتو من أخبار صلحاء القن الحادیي
عشر" جمعته من عدة کتب تنیف على عشرین کتابا، وسوف أسردهم عند	عشر" جصعقه من عدة كتب تنيف على عشرين كنابا ، وسوف أسردهم عند
الفراغ ، لكي لا يتهمني مطالعه في شيءٍ عتاباً، فكن ايها الناظر واثقا مما فيه	الفرا في لكي لا يتهمني مطالغة في شيٍ عتاباً فكت ايها الفناظر واثقا مما فيه
من الفوائد، عالماً بأنها منقولة من الأصول المجردة من الزوائد، وقد ألفته	من الفواند  عالماً بأنها منقولة من الاصول المجـردة من النواثد . وقد القته
بقصد كشف كروب مدت علي أطنابها، عسى الله أن يزيح عني	يقصد كشف كروب دت على أطنابها ، عسس الله أن يزح عني
أمراء الوقت، وكان سلطان الوقت إذ ذاك أبو العباس الذهبي الشريف(1)، وكان	اصواء الوق، یكان علطان الوق ان نالك أبو الهباع الذهه الشويـااه وكان
عدد المال الذي تقاول به مع النصارى في الشريف الأسير ، ينيف على ثلاثمائة	عدد المال الذى تقاول به مع الفصا ف الشريف الاسمرء ينيف على ثلشعاثة
ويتحامى أن يتيمم على تراب أرض غيره. وقال القاضي أبو محمد عبد الواحد	وقحامى أن يتين على تراب أرٔض غيره. وقال القاضي أبو محعد عبد الواحد
الحميدي حسبما نقل عنه المرابي في "كتابه تحفة الإخوان" (4) لم أر في	الحدد حعبعـا نقل عنه المرابي فی "كتابه تحفة الاخوان(ا ل ار في
عصرنا أحسن من رجلين في الصلاح؛ سيدي رضوان، وسيدي أحمد بن	عصرنا أحسن هن رجلين فى الصسلاح: سيدى رضسوان، وسيدي احمد بن
جامع. وكان أبو محمد ذهب لزيارة صاحب الترجمة لموضعه من الجبل وأخذ	جاهع . وكان أيى حعد ذهب لويارة احب الجعة لوضهه ن الجيل وأن
عنه وظيفة(5) الشيخ زروق ، وقال سيدي أحمد المنجور حسبما نقل أبو القاسم	عنة وظيقة(2) الشيخ زنهق، وقال سيدي أحعد المنجور حسبها نقل أبو القاس
ابن أبي النعيم(6) في فهرسته(7) : "ما رأينا في هذا الزمان أمثل، ولا من يظن	بن أبى النعيه(2) في فهروست(): ما رأينا في هذا الزمان امثلء واذ من يطت
1) هو أحمد المنصور الشريف الملقب بالذهبي سادس ملوك الدولة السعدية توفي سنة 1012 هـ / 1602م	ا) هو أحهد المفصو الشريق الملقب بالذهبی سمادس هلوك الدولة السمعدية توفي سة "ا"اه  لام
وعمره 56 سنة. أنظر عنه : نزهة الحادي من صفحة 146 إلى 281.	وعوه  عتة . أنظو عقه : زهة الحادى من صمحة ه ا لٕلى اال.
2) ما بين المعقوفتين سقط من : أ ، ب ، د . الزيادة من : ح .	) ما بين المعقوفقين سقط من: ا  د. الزيادة من:.
3) ترجم له في نشر المثاني : 174/1-175، التقاط الدرر ص : 59 . (والإعلام بمن غبر من أهل القرن	) ترجم له فی نشس المشان :1اا"ا. التقاط الر ص: "ك (والاصلام بمن غبر من أهل القرن
أوقية، فصار يدخل يده تحت سجادةٍ ويخرج الدينار [بعد الدينار](2) الشريفي	اوقية فصار يدخل يده تعت سجادقوخريج الدينار ا[بعد المين (2) الشعد
الحادي عشر مخطوط عدد 1080ك ص : 349) . (الإعلام بمن حل مراكش وأغمات من الأعلام 2/ 285	الحادی عشر مخطوط عد لل" اك ص : "ه). (ااعلم بعن حل هاكش وأغعا عن الاعام .: "
ترجمة (222).	ترجة "ل).
4) منها نسخة بالخزانة العامة تحت عدد 154ك في 468 صفحة وقد سبق لنا في ترجمة سيدي رضوان	،) منها نسسخة بالخزانة العامة ت عدد الك فى له صفحة وقد بق لنا ف ترجمة سيد رضان
أن عرفنا بها وبمؤلفها أحمد بن موسى المرابي .	ات عرفنا بها وبعٔلفها أحعد بن موى الرا.
5) الوظيفة الزروقية لأبي العباس أحمد زروق	) الوظيقة الوقية لاب العبا احصد زق
الفاسى المتوفى سنة 899 هـ/ 1493م منها عدة نسخ في	الفاسعسى المقوفى سة ""هـا لهام صنها عد" شس ف
الخزانة الملكية نذكر منها الأعداد التالية : 12106-8828 -8832.	الخانة اللكية نذكو منها الاا الالة. 4ا4مل44.
6) أبو القاسم بن محمد بن أبي نعيم الغساني	) ابو القاس بن هد بن أبى يم الفعان
الفاسي	لفامع
المتوفى سنة 1032 هـ أنظر ترجمته رقم 74 ص : 146.	التوفى سنة 21("اه أنظر ترجعته رقم ها ص .:
حتى أكمل عدد الفدية، ولم يكن تحت سجادته قبل ذلك شيءٌ أصلاً، توفي	حتى اكمل عدد الفدية ء ولم يكن تحت سسجادقه قبل نلك شىء اصـلا نوف
7) فهرسته هذه ذكرها عبد السلام بن سودة في كتابه دليل مؤرخ المغرب الأقصى وقال : اعتمدها	() فهرسسته هذه ذكرها عبد السلام بن سسودة فی كتابه دليل مفرخ المفرب الاقصسى قال: اعتعدما
الإفراني في صفوته : 2/ 314 رقم 1309.	لافراتى ف صفوته: ا قم "ا.
58	رحمه الله عام إحدى وثلاثين وألف، كذا وجدته بخط بعض أصحابنا، وذكره
حمه اله عام احدى قلاشين  الف. كذا جدته بخط بعض اصحابنا ، وذكره	صاحب درة الحجال وقال : "هو من أهل العصر".
صاحب درة الجال وقال : "هو من اهل العص.	8 - ومنهم الشيخ الكامل أبو العباس احمد بن جامع الزروالي(3). كان
9- ومفهم الشيخ الكاهل الو الهبا اههد دن جامع الزوالیا1 . كان	رحمه الله من أهل الجد والإجتهاد في العبادة زاهداً ورعاً، ومن بليغ ماً يحكی
رحصه اله من أفل الجد والاجيقيهابد فی البعبادذة زاهدا ورعاً ومن بليغ ما يخكى	من ورعه، أنه كان إذا سافضر يحمل شيئا من تراب أرض له ليتيمم عليه،
من وعه أنة كان إذا سافر يحمل شيثا من تراب أرض له ليتيمم عطيه.	 
عاشر(1) . اجتمع بمصر مع الشيخ النحوي أبي محمد عبد الله الدنوشري	عاشوا1) ء اجتصع بمصمر مع الشيخ النو ابى محم عبد الله الدفوشه
(2)	(
محمد سيدي عبد الرحمان بن محمد الفاسي وشاوره في الذهاب إلى السلطان	محعد سسيدی عبد الرحمان بن هحهد الفاسى وشوره فی النهاب إلى السسلطان
أبي العباس المنصور بمراكش، وكان الكبراء يفدون عليه كل سنةٍ فقال أبو	بي العباس المنصور بعراكش، وكان الكبراء يفدون عليه كلن سنة فقال أبو
محمد : يا سيدي قد ذهب جل عمرك في صحبة سيدى رضوان وخدمة العلم	حمد : يا سيدي قد نهب جل عمرك في صخبة سيدي رضوان وخدصة العلم
والأن تدنسه بمصاحبة الملوك وأبناء الدنيا، وترفع الحلة بالتليس، وانظر إلى	رالان تنسه بمصـاحبة الملولي وابناء الدنيا. وتريفع الحلة بالتٔيس. وانظر إلى
حال شیخك سیدي رضوان وفراره من ملابستهم ومداخلتهم. فقال له:	حال شسيخك يدی رضسوان وقرًاره من ملبستهم وهد اخلقهم . فقال له.
ياسيدي إني لست مثل سيدي رضوان فإنه كان لا يرى السلطان الطرفة	باسسميدىي اني لسمت متل سسيدي رضوان فإنه كان لا يرى المسلطان الطرفة
والفاكهة حتى تسبق من سيدي رضوان ، بمعنى أن الناس يتحببون الية	والفاكهة حتى تسبق من سيدعي رضوان، بمعنى أن الناس يتحببون إيه
ويتقربون إليه بالطرف إكراماً وإعظاماً [لقدره عند الله](4). قال أبو محمد:	يتقربون إلميه بالطرف إكراماً واعنظاماً القرهعند الله2 . قال أبو محمد.
فوقع في نفسي الجواب أن أقول له : لأي شيء كان ذلك وما سببه؟ إنما هو	فوقع في ففسمىي الجواب ان اقول له: لاي شسيء كان ذلك وما سببه" إنعا هو
من صدقه مع الله وثقته به، ومن كان لله كان الله له، لكنني لم أواجهه بذلك	من صدقه مع اله وثققه به. ومن كان له كان اله له، لكتني لم اواجهه بذلك
فسأله عن أشياخه فذكر له صاحب الترجمة فأنشد الدنوشري لنفسه .	فماله عن اشياخه فذك له صاحب القجمة فأنشد الدنوى لففسه.
حياء منه وأدباً معه، ثم إن أبا محمد أخبر بذلك أخاه أبا المحاسن وذكر له ما	عياء مه وأدباً معه . ثم إن ابا محمد أخبر بذلك أخاه أبا المحاسن وذكر له ما
وقع بينه وبين صاحب الترجمة فقال له الشيخ أبو المحاسن : أما أنا فآمره	وقع بينه وبين صماحب القرجمة فقال له الشـيخ أبو الحاسن : أما أنا فاهره
بالمشى إليه، فإن هذا الذي حملته حمل فقير لا حمل فقيه.	بامشى إليه فإن هذا الذی حعلته حمل فقير لا حمل فقيه.
1) هو عبد الواحد بن أحمد بن علي بن عاشر الأنصاري توفي سنة 1040 هـ  ناظم كتاب : المرشد المعين	ا) هو عبد الواحد بن أحمد بن على بن عاشر الانصا وه سنة ""اه ناظم كتاب : الموشد المعين
على الضروري من علوم الدين. ولقد طبع عدة طبعات مستقلة ومع شروحها المختصرة والمطولة. أنظر	ى الخمه ن علوه ادين. ولقد طبع عد" طبعا متلة وع شحها المختصوة والمطلة. انظل
ابن عاشر في : التقاط الدرر ص : 91.	ابن عاشر فی .: التقاه الدو ص : ا".
2) هو : عبد الله بن عبد الرحمن بن علي الدنوشرى	5) و: عبه الله بن به الوح بن عل الدنوى
الشافعي صاحب الحواشى على الشيخ خالد	شافهى صاحب الحعاشى على الشيخ خالا
الأزهري توفي سنة : 1025 هـ 1616م . ترجم له في اقتفاء الأثر ص :126، خلاصة الأثر للمحبي : 53/3،	الازهه تفى سنة: "اهـ"ا"ام. توجم له فى اقفاء الاث ص :ا. خلصة الاث لمب: "وو
نشر المثاني للقادري : 401/2 الأعلام للزركلي: 97/4.	نشو المثانى لقاد . ""ه. "لاعلم لن ."".
[الكامل]	الكاعل
3) أنظر البيتين أيضا في كتاب الإعلام بمن غبر من أهل القرن الحادي عشر مخطوط عدد 1080ك ص :	:) انظر البيتين أيضا فى كقاب الاعلام بعن غبر من اهل القن الحادى عشر مخطوط عدد ""اله ص.
300 الخزانة العامة الرباط .	"ا الخزانة العامة الوبال.
4) ما بين المعقوفتين سقط من : أ وب ود . الزيادة من : ح .	) ما بين المعقوفتين سقطد من: ا ب ود. الزيادة من: .
62	5
قـد حـاك شقة العلوم ائمة	له اك ش لعوم اع
وكسوابها بالفضل من هو عار	ووابها بالعل ن ه عا
رقت حــواشـیـهـا ورق طرازها	 حواشها وی انها
لاكنهـا تحـتـاج للقـــصـار (3)	فها تحا ليصرا
ورأيت في كتاب ابتهاج القلوب ما صورته : أن صاحب الترجمة لما كبر	وأيت في كتاب ابتهاج القلوب ما صورته : ان صاحب التجعة لما كبر
سنه، واحتاج لتجهيز بنت له، وكان قليل ذات اليد، فأوصى تلميذه الشيخ أبا	سنة. واحتاج لتجهيز بنت له ، وكان قليل ذات اليد فأفصى تلميذه الشيع أبا
فولوا بعزله، فما بحث هو عن ذلك، ولا عاد إليه، فقال له صاحب الترجمة : يا	فولوا بعزه، فما بحث هو عن ذلك، ولا عاد إليه، فقال له صاحب القرجصة : بيا
سيدي والله لا أسكت فإني لست مثل أبي شامة، فكتب إلى السلطان فبعث	سسيدى واله لا اسكت فإنى لست مل أب شامة فكتب إلى السلطان فبعث
والاثنان ممن مارسه وعرف تحقيقه، ولاختصاره كان يجتزئ في الأجوبة	بالاثنان ممن مارسه وعف قتقيقه. ولاختصاره كان جقزى في الاجوية
بالكلمة والكلمتين، وربما اقتصر على نعم أو لا. وكانت له معرفة بالتاريخ	مالكلمة والكلصتين، وربها اقتصر على نع أ لا . وكانت له معرفة بالقاريغ
وأنساب الناس، وجمع [خزانة كبيرة] (2)	وأناب الناس، وجمع لخزانة كبيرةا
من الكتب، وكان حريصا على	من الكقب وكان حريصا على
مصاهرة أهل البيت وقال في ذلك:	مصاهرة أهل البيت وقال في ذللك
[الرجز]	زالجا
رجـوت من ذي الطول والإحـسـان	جو من نى الطول والامان
أربـع أبكار عظـام الــــشـــــأن	ابع أبار عجظـام الششٔت
من آال البـيت ســــيــــدي الأكــوان	ن ال اليو معيد، الاكوان
صلى عليـــــه الله من عــــدنــان	صلى عليه اللة ن عدننان
بنقض ما فعلوا ورده لما كان عليه وكتب في التوقيع أسفله بخط يده : اعلم	بنقض ها فعلوا ورده لا كان عليه وكتب في القوقيع أسفله بخط يده: اعلم
وإنني لست لهــــذا الشـأن	"اشفى لمت لهدا الشـان
أهلاً فـجـــد يا رب بالغـــفــران	ادلا فـجشـد يا زبة بالفـفنو
فأعطاه الله ذلك فقال:	فیٔعلاه اله نلك فقال
[الرجز]	االجنا
ومنحتني مـولاي أربع نســوةٍ	ن و اوي هعو
من آل نبـــينا العــــدنـان	من ال فسيف الهنان
فالحمد ثم الحمد ثم الحمد لله	فالحهد هم الحهد دم الحهه لله
الكريـم المنعـم المـنـان	الويم الظيم  امنان
فـامنن بحـفاظ القرآن ثلاثـة	فـاششن بحفاو القـران لاهة
وبكل مـا يدني من الرضــوان	وبفلن ما يدني من الاضنهان
ولدي أن الشيخ القصار يمت عندنا بموات لا يمت بها غيره، وإنا لا نبدله بمن	ولدي أن الشميغ القصار يعت عندنا بوات لا يهت بها غيره، وإنا لا نبدله بمن
قال : فمن الله بثلاثة ذكور في	قال. فصن الة بقلاة ذكور في
القرب. ومن شعره أيضا قوله :	القدب . وهن شعره أيضا قوله.
[الطويل]	لاللويل
فإن لم تجد بداً من الجهل فاستعن	ان لم قج ياً ن الجل فاقن
عليـه بجـهــال فـذاك من الحزم	يه بجهال فا من النه
وله ثلاثة لا يلامون على خلقٍ قدساء	له هلاهة لايلاضون عى خق شماة
ذو مـــرضٍ والجـوع والعـدم	نو مضوو والعسدم
1) ما بين المعقوفتين سقط من : أ . ب : الزيادة من : ح ود.	ا) ما بين العقفقين سصقط من- ا ب الزیادة من : ود.
2) ما	بين المعقوفتين في أ : قراءات كثيرة. التصويب من : ب وح ود .
بن العقوفتين فه ا : قرا ات كثيرة. القتصوب عن : ب وحلد.	هو مثله، فضلا عمن هو دونه فأفطموا عنه أطماع ابن عمران [السلاسي]
هو مله. فخضملا ععن هو دونه فٔقطعوا عنه أطاع ابن عمران االلا	64
(1)	11
وغيره انتهى. وكان صاحب الترجمة مع غزارة علمه ضيق العبارة في لسانه	وغيره انتهى. وكان صاحب القجهة مع غزارة علهه ضيق العبارة في لسانه
ويده، وضاع بسبب ذلك كثير من علمه ولم يتعرض للتأليف، وإنما كانت تقاييده	ويده وضما ع ببب ذلك كتير من عله ولم يتعرض لقاليف، وانا كانت تقايده
في بطاقات، وذكر أنه لما توفي كان ورثته يبيعون ذلك بالوزن بالأرطال فضاع	فى بطاقات. وذكر أنه لما تفى كان ودشته يبيهون ذلك بالوزن بالأنطال فضا ع
بسبب ذلك علوم كثيرة ، ولقوة اختصار عبارته لم يكن يحضر مجلسه إلا الواحد	بسب ذلك علوم كيرة. ولقوة اخقصار عبارته لم يكن يحخر هجلعه ا الواحد
ملاقات الناس، حتى كنت أفر منهم إذا لقيتهم (1) . وكان قيض الله لي جملة من	ملقات الناس، حتى كت أفر منهم إذا لقيتهما(1). وكان قيض الله لى جملة من
الحيوانات البرية تأتي إلي أن تقرب مني وتبرك، وكان القلب أصفى ما يكون	الحيوانات البرية قاتي إلى ان قرب هى وتبركء وكان القلب أصفى ما يكون
عن هذا وألزم السواحل، فعزمت على ذلك وبعثت لزوجتي عدلين بطلاقها	عن هذا والزم المواحل، فعزمت على نذلك وبعش لنجخى عدلين بطلقهـا
فسألتهما عن سبب إرادة طلاقي لها، فأخبراها فقالت لهما : إن كان هذا	فسسالقهعا عن سبب إرادة طلاقى لها فأخبراها فقال لهمـا : إن كان هذا
قصده فأنا طلقته لله عز وجل وأنا صابرة حتى يقضي الله أمري وأمره. فلما	قصده فانا ملقتة له عز وجل وأنا صابرة حقى يقضمي اله أهی وأمره. فلما
كان اليوم الذي عزمت على الخروج، أصابني كمسل في بدني فنمت فرأيت	كان اليوم الذى عزمت على الخوج، أصسابى كسل في بدني فنهت فرأيت
شخصين أسودين [عظيمين وأنا كأني في وسط منارٍ مع رجلين، وهنالك طاقة	شخصين اسودين اعظيمين وأنا كٔنىي فی وسط ما صع رجلين، وهنالك طاقة
فرفع الأسودين الرجلين ورمياهعا من تلك الكوة ، ثم أرادا رميي) (4) منها أيضا	فرفع الأسودين الرجلين ورمياهعا من لك الكوة. ثم ارادا رميي22ا عنها أيضا
فجائني رجل ضخم البطن مثلهم، فجعلني بين رجليه وقال لهما : دعاه فإنا	جاعني جل ضـخم البطن مشلهم، فجعلنى بين دجليه وقال لهما : دعاه فانا
جعلناه هنا، أو أقمناه هنا، فذهبا(5) فقال الذي أنقذني منهما : الرجلان هما	جعلنا هنا أو أقننا هنا. فنهب) فقال النى أنقنى منهعا : الوجلان هعا
أبو يعزى، والشيخ عبد الله بن مسعود الكوش، وأنا عبد الله الغزواني، وأرادا	بو يفزى، والشيخ عبد اله بن مسعود الكوش، وانا عبد اله الغنواني، وأرادا
إخراجك من تعلیم الصبيان، وأنت إجلس في موضعك حقى يكون خروجك بالله.	إخراجك من تعليم الصبيان. وأنت اجل في وضعك حقى يكن خوجك باله.
وما أحسن قول القائل:	وما احسعن قول القانل:
فقمت من نومي وقد غسلت عني تلك الخواطر انتهى. وقال الشيخ الحافظ أبو	قه من هي وقد غسلت عنى تلك الخواطر انتهى . وقال الشيخ الحافظط أبو
العباس المقري التلمساني في الروضة العاطرة الأنفاس فيمن لقي بمراكش	لعباس المقرى اللعساني في الوضة العاطرة الانفاس فين لقى بعراكث
وفاس (6) "لقيت صاحب الترجمة بحضرة الإمامة مراكش (7) حاطها الله، وأخذت	فامس ا  لقو صاحب القترجعة بحضوة الاعامة مواكث حاطها الله، واخن
1) د : إذا رأيتهم.	1): ٕذا رايقهم.
2) ورد البيت في كتاب المعزى ص : 341، قال أبو العباس بن مسروق : مررت مع الجنيد رحمه الله	ن) ود البيت فی كقاب المعنى ص: اهد. قال ابو العباس بن مسمهق : ت 2" لع الجنيد رحعه اله
تعالی في بعض دروب بغداد واذا بقائل یقول منازل کنت تهواها... البیت.	تعالى فى بعخ دهب بغداد واذا بقال يقول منازل ك تهواها .. البيت.
3) في أ . ب . ح : النفس . التصويب من : د.	5) فى أء بء  : الففس . القصب من : د.
4) ما بين المعقوفتين سقط من : أ . الزيادة من : ب وح ود.	 ما بن اعقفتن قط عن : ا. الزيادة عن :  و "
5) سقط من : د.	 عط  : .
6) الكتاب مطبوع، طبع مرتين آخرها طبعة 1983 بالمطبعة الملكية الرباط.	) الكقاب صطبوع، طبع موين اخرها طبعة "اا بالطبعة الملكية الباط.
[لبسيط]	البط
7) لم يرد اسم مدينة مراكش في الروضية العاطرة الأنفاس، فهي زيادة من المصنف.	)ا لم يدد اسم دينة ماكش ف الوضة العال" الانفاس، فه زادة من الصف.
72	ف
